"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
"1",0.0365853658536585,0.198924731182796,0.0304054054054054,0.0170212765957447,0.328125,0.140625,0,0.0588235294117647,0,0.0169491525423729,1.18518518518519,0,0.113636363636364,0.419354838709677,0.157676348547718,0.15702479338843,0.297071129707113,0.0710382513661202,0.149193548387097,0,0.350710900473934,1.04166666666667,0.0137931034482759,0,0.32421875,0.244444444444444,0.0294117647058824,0.201219512195122,0.322834645669291,0.0428571428571429,0.0112359550561798,0.146443514644351,0.215469613259669,0.221719457013575,0.0625,1.04166666666667,0.415254237288136,0.45360824742268,1.02631578947368,0.0476190476190476,0.0119047619047619,0.0560747663551402,0.0062111801242236,0.0144927536231884,0.980769230769231,0.393939393939394,0,0.0104166666666667,1.27586206896552,1.28571428571429,0.00458715596330275,0.0367892976588629,0,0.484210526315789,0.483870967741935,0,0.00598802395209581,0.728682170542636,0.0476190476190476,0.0115606936416185,0.0594795539033457,0.483870967741935,1.04166666666667,1.04444444444444,0.588235294117647,0.157894736842105,0.0560747663551402,0.00429184549356223,0.0121212121212121,1.04166666666667,0.129032258064516,0.0103092783505155,0.0632911392405063,0.00425531914893617,0.00581395348837209,1.04166666666667,0.950617283950617,0.60952380952381,0.00740740740740741,1.15151515151515,0.0062111801242236,0.0104166666666667,0.358490566037736,0,0.00555555555555556,0.0659340659340659,0.0844444444444444,1.04347826086957,0.358490566037736,1.04166666666667,0.0515463917525773,0.111111111111111,1.02127659574468,0,0.0062111801242236,0.32156862745098,0.0476190476190476,0.05,1.08450704225352,0.316901408450704
"2",1,0,0.0126582278481013,1.26923076923077,1.15,0.6875,0.06,0.215859030837004,1.1,0.875,0.0348101265822785,0.728682170542636,0.37719298245614,1.27586206896552,0.00636942675159236,0.0806451612903226,0.00403225806451613,0.822916666666667,0.0561797752808989,0.010989010989011,0.05,0.319230769230769,0.458333333333333,0.0374149659863946,0.0666666666666667,0,0.0563380281690141,0.102040816326531,0.0102040816326531,0.0357142857142857,0.0537634408602151,0.691666666666667,0.568421052631579,1.10714285714286,0.00584795321637427,0.322834645669291,0,0.28042328042328,0.906976744186046,0.624,0.156378600823045,0.314285714285714,0.7109375,0.00543478260869565,0.0333333333333333,0.7,0.112426035502959,0.00609756097560976,0.0476190476190476,0.327354260089686,0.326923076923077,0.910714285714286,0.631578947368421,0.275132275132275,0.0487804878048781,0.334600760456274,0.350710900473934,0.0833333333333333,0.0040650406504065,1.01587301587302,0.727272727272727,0,0.0566037735849057,0.0062111801242236,0.0993377483443709,1.20588235294118,0.0062111801242236,0.283783783783784,0.156378600823045,0.0560747663551402,0.330798479087452,1.04444444444444,1.04166666666667,1.06896551724138,0.540229885057471,0.322834645669291,1.08333333333333,0.155172413793103,1.04166666666667,0.0481927710843374,0.0560747663551402,0.333333333333333,0.0948905109489051,0.325581395348837,0.404761904761905,0.0116959064327485,1.27586206896552,0.00558659217877095,1.02272727272727,0.05,0.032069970845481,0.515151515151515,0.233480176211454,0.906976744186046,0.32258064516129,0.00588235294117647,0.507462686567164,0.0948905109489051,0,0
"3",0.0294117647058824,0.415730337078652,0.503030303030303,0.0980392156862745,0.0697674418604651,0.0121212121212121,0.1,0,0.208144796380091,0.274725274725275,0.432835820895522,0.15702479338843,0,0.0454545454545455,0.753968253968254,0.728682170542636,0.660377358490566,1.07407407407407,0.617283950617284,0.833333333333333,1.04444444444444,0.0298507462686567,1.04347826086957,0.439393939393939,0.00769230769230769,0.258064516129032,0.460431654676259,0.411764705882353,1.04166666666667,0.464135021097046,0.163701067615658,0.00581395348837209,0.0317460317460317,0.9,0.314516129032258,0.0102040816326531,1.13157894736842,0,0.00398406374501992,1.16666666666667,0,0.0062111801242236,0.257142857142857,1.02127659574468,0.166064981949458,0,1,0.333333333333333,0,0,1.04444444444444,1.07142857142857,0.345132743362832,0,1.1875,1.04444444444444,0.05,0,0.624,0.135802469135802,0.072463768115942,0.275132275132275,0.00606060606060606,0.0560747663551402,1.19444444444444,0.634615384615385,0.0632911392405063,0.5,0.258064516129032,0.0062111801242236,1.04444444444444,0.0625,0.0062111801242236,0.935483870967742,0.0921052631578947,0.00628930817610063,0.160714285714286,0.016304347826087,0.0560747663551402,0.47787610619469,1.04166666666667,1.04444444444444,1.02272727272727,0.00497512437810945,0.201550387596899,0.0602409638554217,0.0561797752808989,0.424242424242424,0.00598802395209581,0.317073170731707,0.73972602739726,0.720930232558139,0.0144927536231884,1.02631578947368,0.0560747663551402,0.0602409638554217,0.223404255319149,0.00598802395209581,0.219298245614035,0.0515463917525773
"4",0.0973684210526316,0.983606557377049,0.05,0.645161290322581,0,0,0.73202614379085,1.06410256410256,0.00571428571428571,1.04761904761905,0.0333333333333333,0.0149253731343284,1.04444444444444,0.0165745856353591,0.0731707317073171,0.0145985401459854,1.20833333333333,0,0.918367346938776,0.974358974358974,0.0948905109489051,0.0512820512820513,0.25,0.1875,0,1,0.368421052631579,0.00436681222707424,0.0062111801242236,0.0566037735849057,0.976744186046512,0.8,0,0.031496062992126,1.04166666666667,0.0657894736842105,0.200934579439252,0.0338983050847458,0.0588235294117647,0.0939597315436242,0.258064516129032,0.0632911392405063,0.156378600823045,0.233480176211454,0.0112994350282486,0.0602409638554217,0.555555555555556,1.04444444444444,0.447761194029851,0.0588235294117647,0.0394736842105263,0.0143884892086331,0.433333333333333,0.0602409638554217,0,0.0476190476190476,0.0948905109489051,0.0143884892086331,1.16666666666667,0.486111111111111,0.0576923076923077,0.0602409638554217,0.0657894736842105,0.0632911392405063,0.203007518796992,0,0.314285714285714,1.12121212121212,0,0.0632911392405063,0,0.0062111801242236,0.0560747663551402,0.206422018348624,1.015625,0.0617283950617284,0.0224719101123595,0.0141843971631206,0.313253012048193,0.260606060606061,0.314285714285714,0.00609756097560976,0.05,1.04255319148936,1.03508771929825,1.04166666666667,0.0115606936416185,0.27027027027027,0.0948905109489051,0.00628930817610063,0.422018348623853,0,0.00543478260869565,0.0588235294117647,0.0632911392405063,0.0119047619047619,0,0.350710900473934,0.48,0.338709677419355
"5",0.87962962962963,1.25,1.075,0.203007518796992,0.314685314685315,0.65,0.0608365019011407,1,0.694117647058824,0.0428571428571429,0.790697674418605,0.0793650793650794,0.00446428571428571,0.308411214953271,0.0266666666666667,0,0.0394736842105263,0.111111111111111,0.0115606936416185,0.208144796380091,0.00598802395209581,0,0.0110497237569061,0.953125,1.04166666666667,1.07142857142857,1.21212121212121,1,0.0632911392405063,0.220338983050847,1,0,1.2,0.00490196078431373,0.051948051948052,0.00609756097560976,0.0459770114942529,1.2258064516129,0.246636771300448,0.0040650406504065,0.7109375,1.04166666666667,0,0.795454545454545,0.840909090909091,0.0172413793103448,0.530864197530864,0.0625,0.313364055299539,0.409836065573771,0.0731707317073171,0.454545454545455,0,1.24137931034483,0.275132275132275,0,1.04444444444444,0.157676348547718,0.0939597315436242,0.0561797752808989,0,1.19354838709677,0.314285714285714,0.32258064516129,0.0170212765957447,0.0588235294117647,1.04166666666667,0.0365853658536585,0.7109375,0.314285714285714,0.00436681222707424,0.330739299610895,0.314285714285714,0.0416666666666667,0.0561797752808989,0.0102040816326531,0.0112359550561798,1.19444444444444,0.0396039603960396,0,0.0632911392405063,0.0625,0.00598802395209581,0.116279069767442,0.0135135135135135,0.307692307692308,0.612903225806452,0.015748031496063,0.05,0.0560747663551402,1.27777777777778,0.0117647058823529,0.795454545454545,0.246696035242291,1.04444444444444,1.04166666666667,1.07272727272727,1.04444444444444,0,1.04444444444444
"6",1.31707317073171,0.0967741935483871,0.233108108108108,0.31063829787234,0.140625,0.37890625,0.283783783783784,1.16470588235294,1.13178294573643,0.313559322033898,0.777777777777778,0.513888888888889,0.522727272727273,0.419354838709677,0.319502074688797,0.338842975206612,0.0836820083682008,0.210382513661202,0.334677419354839,1.07801418439716,0.123222748815166,0.729166666666667,1.10344827586207,0.911764705882353,0.125,0.133333333333333,0.223529411764706,0.152439024390244,0.118110236220472,0,0.0561797752808989,0.334728033472803,0.138121546961326,0.144796380090498,1.16666666666667,0.729166666666667,0.415254237288136,0.639175257731959,0.842105263157895,1.1547619047619,0.0595238095238095,0.88785046728972,0.0248447204968944,1.17391304347826,0.0384615384615385,1.93939393939394,0.417508417508417,0.854166666666667,0.758620689655172,0.785714285714286,0.270642201834862,0.210702341137124,0.350785340314136,0.515789473684211,0.516129032258065,0.334745762711864,0.0359281437125748,0.333333333333333,1.1547619047619,0.0578034682080925,0,0.516129032258065,0.729166666666667,0.755555555555556,0.223529411764706,0.111111111111111,0.88785046728972,0.270386266094421,0.0424242424242424,0.729166666666667,0.838709677419355,0.876288659793814,1.18987341772152,0.285106382978723,0.0581395348837209,0.729166666666667,0.259259259259259,0.19047619047619,0.0222222222222222,0.727272727272727,0,0.854166666666667,0.122641509433962,0.615384615384615,0.0722222222222222,0.868131868131868,0.351111111111111,0.782608695652174,0.122641509433962,0.729166666666667,1.14432989690722,0.386831275720165,0.787234042553192,0.319838056680162,0,0.117647058823529,1.1547619047619,1.2125,0.267605633802817,0.140845070422535
"7",5,0.423333333333333,0.329113924050633,0.884615384615385,0.725,0.21875,1.05,0.140969162995595,0.766666666666667,0.05,0.256329113924051,0.333333333333333,0.153508771929825,0.827586206896552,0.0445859872611465,1.29032258064516,0.310483870967742,0.135416666666667,1.20224719101124,0.0659340659340659,1.2125,0.130769230769231,0.0104166666666667,0.187074829931973,0.36,0.433656957928803,0.957746478873239,0.591836734693878,0.887755102040816,0.107142857142857,1.21505376344086,0.166666666666667,0.189473684210526,0.785714285714286,0,0.118110236220472,0.0546448087431694,0.00529100529100529,0.0465116279069767,0.304,0.316872427983539,0.0897959183673469,0.328125,0.0597826086956522,1.2,0.233333333333333,0.0177514792899408,0.0182926829268293,1.1547619047619,0.0986547085201794,0.134615384615385,0.0357142857142857,0.276315789473684,0.0105820105820106,1.14634146341463,0.136882129277567,0.123222748815166,1.28333333333333,0.313008130081301,0.333333333333333,0.305194805194805,0.323770491803279,0.886792452830189,0,0.701986754966887,0.735294117647059,0,0.0135135135135135,0.316872427983539,0.88785046728972,0.133079847908745,0.755555555555556,0.729166666666667,0.793103448275862,0.344827586206897,0.118110236220472,1.83333333333333,0.114942528735632,0.729166666666667,1.1566265060241,0.88785046728972,0.12156862745098,0.605839416058394,0.135658914728682,0.0793650793650794,0.0175438596491228,0.655172413793103,0.0614525139664804,0.772727272727273,1.1625,0.201166180758017,1.96969696969697,0.149779735682819,0.0465116279069767,0.092741935483871,0.0176470588235294,0.238805970149254,0.605839416058394,0.343220338983051,0.288793103448276
"8",0.220588235294118,0.932584269662921,0.212121212121212,0.699346405228758,1.16279069767442,0.0424242424242424,1.46,0.318548387096774,0.122171945701357,0.153846153846154,0.455223880597015,0.338842975206612,0.939393939393939,1.09090909090909,0.357142857142857,0.333333333333333,1.05660377358491,1.18518518518519,0.518518518518518,1.77777777777778,0.755555555555556,0.194029850746269,0.782608695652174,0.356060606060606,0,1.74193548387097,0.0215827338129496,2.76470588235294,0.729166666666667,0.189873417721519,0.309608540925267,0.0581395348837209,0.76984126984127,0.266666666666667,0.092741935483871,0.887755102040816,0.763157894736842,0.4,0.314741035856574,0.777777777777778,1.28571428571429,0,0.857142857142857,0.787234042553192,0.292418772563177,1.05970149253731,0.0526315789473684,0.12156862745098,0.325102880658436,0.325102880658436,0.755555555555556,1.78571428571429,0.128318584070796,0.323770491803279,0.71875,0.755555555555556,1.2125,0.549295774647887,0.304,0.333333333333333,1,0.0105820105820106,0.0242424242424242,0.88785046728972,0.805555555555556,0.230769230769231,1.18987341772152,1.1,0.870967741935484,0,0.755555555555556,1.2,0,0.241935483870968,0.337719298245614,0,0.307142857142857,0.0815217391304348,1.04672897196262,0.415929203539823,0.729166666666667,0.755555555555556,0.772727272727273,0.328358208955224,0.13953488372093,1.28915662650602,1.21348314606742,0.818181818181818,0.0359281437125748,0.0934959349593496,0.0958904109589041,0.124031007751938,1.17391304347826,0.842105263157895,0.88785046728972,1.28915662650602,0.138297872340426,0.0359281437125748,0.144736842105263,1.1340206185567
"9",0.207894736842105,0.0819672131147541,1.41666666666667,0.258064516129032,0.325102880658436,0.901408450704225,0.30718954248366,0.333333333333333,0.0514285714285714,0.80952380952381,0.675,0.0298507462686567,0.755555555555556,0.0828729281767956,0.414634146341463,0.0510948905109489,0.583333333333333,0.924528301886792,0.0816326530612245,0.243589743589744,0.605839416058394,1.33333333333333,0.197674418604651,0.625,1.16030534351145,0.0491803278688525,1.33333333333333,0.270742358078603,0,1.0377358490566,0.302325581395349,1.48,0.389162561576355,0.881889763779528,0.729166666666667,1.19736842105263,0.210280373831776,0.669491525423729,1.15294117647059,0.0402684563758389,0.870967741935484,1.18987341772152,0.316872427983539,0.149779735682819,0.0564971751412429,0.216867469879518,1.91666666666667,0.755555555555556,0.477611940298507,1.15294117647059,1.32894736842105,0.776978417266187,2.06666666666667,1.1566265060241,0.323770491803279,1.1547619047619,0.605839416058394,0.0503597122302158,0.777777777777778,0.361111111111111,1.16346153846154,1.1566265060241,1.19736842105263,1.18987341772152,0.142857142857143,0.321138211382114,0.0897959183673469,0.666666666666667,1.27397260273973,1.18987341772152,1.27777777777778,0,0.88785046728972,0.146788990825688,0.328125,1.16049382716049,1.20224719101124,1.14893617021277,0.0923694779116466,0.0121212121212121,0.0897959183673469,0.0182926829268293,1.2125,0.702127659574468,0.754385964912281,0.729166666666667,0.0578034682080925,0.0045045045045045,0.605839416058394,0,0.422018348623853,0.938461538461538,0.0597826086956522,1.15294117647059,1.18987341772152,0.845238095238095,0.321138211382114,0.123222748815166,2.24,0.120967741935484
"10",0.314814814814815,3.25,0.775,0.142857142857143,0.13986013986014,2.5,0,5,0.482352941176471,0.771428571428571,0.0465116279069767,1.26984126984127,0.272321428571429,0.0607476635514019,1.33333333333333,0.485714285714286,1.03947368421053,0.577777777777778,0.0578034682080925,0.14027149321267,0.0359281437125748,0.320855614973262,0.0828729281767956,0.328125,0.729166666666667,1.78571428571429,0.696969696969697,0.301204819277108,1.18987341772152,1.49152542372881,5,1.17857142857143,0.771428571428571,0.313725490196078,0.987012987012987,0.0182926829268293,1.29885057471264,0.709677419354839,0.15695067264574,0.313008130081301,0.328125,0.729166666666667,1.27397260273973,0.0454545454545455,1.02272727272727,0.0689655172413793,0.580246913580247,1.2,0.0737327188940092,0.409836065573771,0.414634146341463,0.363636363636364,0.572649572649573,0.689655172413793,0.0105820105820106,0,0.755555555555556,0.33195020746888,0.0402684563758389,1.21348314606742,0.204545454545455,0.67741935483871,0.0897959183673469,0.092741935483871,0.31063829787234,1.16470588235294,0.729166666666667,0.98780487804878,0.328125,0.0897959183673469,0.25764192139738,0.120622568093385,0.0897959183673469,1.13541666666667,1.21348314606742,0.887755102040816,0.0561797752808989,0.805555555555556,0.722772277227723,0.313008130081301,1.18987341772152,1.2,0.0359281437125748,1.30232558139535,1.09459459459459,0.0890688259109312,0.241935483870968,1.13385826771654,1.2125,0.88785046728972,0.722222222222222,0.0588235294117647,0.0454545454545455,0.154185022026432,0.755555555555556,0.729166666666667,0.509090909090909,0.755555555555556,0.7125,0.755555555555556
